waffles,,,
curd,yogurt,,
canned beer,,,
soda,chocolate marshmallow,,
yogurt,long life bakery product,,
beverages,,,
hair spray,,,
hygiene articles,,,
sausage,beef,whole milk,
canned beer,,,
bottled water,chocolate,,
rolls/buns,,,
soft cheese,coffee,candy,
chicken,butter,,
specialty chocolate,,,
zwieback,,,
citrus fruit,tropical fruit,other vegetables,
rolls/buns,soda,waffles,newspapers
bottled water,,,
other vegetables,whipped/sour cream,,
root vegetables,bottled water,white wine,
curd,whipped/sour cream,newspapers,
root vegetables,domestic eggs,white bread,
decalcifier,,,
rolls/buns,,,
rolls/buns,,,
beverages,rolls/buns,long life bakery product,shopping bags
condensed milk,coffee,shopping bags,
pip fruit,semi-finished bread,soups,
rolls/buns,,,
chicken,liquor (appetizer),,
soda,bottled beer,liquor,red/blush wine
other vegetables,salty snack,dishes,house keeping products
rolls/buns,soda,,
newspapers,,,
whole milk,,,
specialty fat,sugar,cat food,
whole milk,,,
whole milk,pastry,bottled water,hygiene articles
tropical fruit,berries,whipped/sour cream,
pip fruit,processed cheese,bottled water,
chicken,bottled beer,red/blush wine,newspapers
fruit/vegetable juice,,,
bottled beer,,,
frankfurter,coffee,,
bottled water,,,
pip fruit,soda,sparkling wine,
frozen fish,rolls/buns,pastry,
misc. beverages,,,
pork,frozen potato products,rice,flower (seeds)
yogurt,bottled water,white wine,
root vegetables,brown bread,,
hamburger meat,photo/film,,
soda,bottled beer,,
root vegetables,packaged fruit/vegetables,pastry,
whipped/sour cream,domestic eggs,bottled water,soda
bottled water,,,
tropical fruit,curd,bottled water,napkins
rolls/buns,,,
beef,herbs,whole milk,
cereals,salty snack,,
rolls/buns,,,
pork,,,
whipped/sour cream,curd cheese,specialty chocolate,abrasive cleaner
tropical fruit,yogurt,whipped/sour cream,
long life bakery product,house keeping products,,
pork,white bread,make up remover,napkins
specialty cheese,soap,,
other vegetables,,,
bottled beer,,,
canned beer,,,
whipped/sour cream,pastry,bottled water,
ice cream,,,
bottled water,shopping bags,,
meat,hamburger meat,brown bread,
rolls/buns,pickled vegetables,,
bottled water,,,
bottled water,fruit/vegetable juice,bottled beer,prosecco
canned beer,,,
frankfurter,yogurt,rolls/buns,
whole milk,,,
whole milk,yogurt,bottled water,canned beer
sausage,yogurt,,
pork,whole milk,,
meat,other vegetables,,
bottled beer,,,
red/blush wine,,,
canned beer,,,
tropical fruit,onions,white wine,
oil,soda,newspapers,
yogurt,cream cheese,rolls/buns,chocolate
soda,salty snack,specialty chocolate,
frankfurter,frozen dessert,rolls/buns,
soda,,,
canned beer,,,
butter,rolls/buns,newspapers,
beef,tropical fruit,root vegetables,whole milk
curd,meat spreads,,
frankfurter,sausage,long life bakery product,waffles
sausage,citrus fruit,,
shopping bags,,,
shopping bags,,,
tropical fruit,,,
UHT-milk,cream cheese,coffee,bottled water
fruit/vegetable juice,long life bakery product,,
onions,,,
bottled water,long life bakery product,,
root vegetables,sliced cheese,,
shopping bags,,,
canned beer,,,
bottled beer,,,
hygiene articles,,,
canned beer,,,
newspapers,,,
frozen vegetables,bottled water,,
whole milk,pastry,detergent,candles
frankfurter,beef,other vegetables,rolls/buns
curd,yogurt,,
berries,root vegetables,whipped/sour cream,soda
soft cheese,,,
yogurt,bottled water,,
sausage,,,
soda,,,
soda,shopping bags,,
meat,rolls/buns,soda,
ice cream,brown bread,,
yogurt,bottled beer,,
rolls/buns,soda,,
detergent,,,
tropical fruit,,,
frankfurter,pork,pip fruit,
tropical fruit,curd,yogurt,whipped/sour cream
bottled water,,,
soda,bottled beer,,
whole milk,domestic eggs,,
UHT-milk,specialty bar,,
pastry,long life bakery product,,
soda,soap,,
rolls/buns,bottled water,,
whole milk,,,
meat,,,
whole milk,rolls/buns,salt,
oil,detergent,,
other vegetables,whole milk,yogurt,rolls/buns
ham,yogurt,cling film/bags,
canned beer,,,
pip fruit,napkins,,
newspapers,,,
whole milk,bottled beer,newspapers,
chewing gum,,,
domestic eggs,hygiene articles,photo/film,flower soil/fertilizer
salty snack,,,
pastry,fruit/vegetable juice,,
rolls/buns,bottled water,canned beer,newspapers
canned beer,,,
pip fruit,pastry,,
sausage,canned beer,shopping bags,
rolls/buns,,,
soda,,,
pip fruit,whole milk,domestic eggs,
yogurt,beverages,frozen meals,long life bakery product
brown bread,salty snack,,
dessert,canned beer,,
rolls/buns,,,
newspapers,,,
cream cheese,chocolate marshmallow,,
rolls/buns,margarine,bottled water,bottled beer
packaged fruit/vegetables,,,
frozen fish,brandy,,
sausage,chocolate,,
bottled water,,,
beef,other vegetables,rolls/buns,bottled beer
flour,,,
chewing gum,,,
zwieback,,,
sausage,,,
soda,,,
canned beer,,,
shopping bags,,,
soda,,,
whole milk,instant coffee,bottled beer,
frozen vegetables,coffee,,
rolls/buns,,,
canned beer,,,
bottled beer,,,
long life bakery product,,,
whole milk,soda,seasonal products,
chocolate marshmallow,candy,,
soda,,,
whole milk,mayonnaise,soda,newspapers
coffee,soda,waffles,
bottled beer,,,
curd,,,
pork,,,
long life bakery product,,,
whole milk,,,
dishes,,,
frankfurter,rolls/buns,bottled water,
root vegetables,whole milk,hard cheese,specialty cheese
citrus fruit,tropical fruit,pip fruit,
sausage,butter milk,pet care,coffee
domestic eggs,candy,,
chocolate,candy,,
canned beer,specialty bar,,
coffee,,,
other vegetables,rolls/buns,bottled water,skin care
sausage,ham,dessert,
whole milk,domestic eggs,newspapers,
domestic eggs,seasonal products,shopping bags,
specialty bar,,,
napkins,dishes,,
rolls/buns,brown bread,,
soda,fruit/vegetable juice,,
whole milk,whipped/sour cream,potted plants,
soda,bottled beer,,
other vegetables,whole milk,yogurt,bottled water
spread cheese,,,
other vegetables,pastry,,
frankfurter,whole milk,frozen vegetables,fruit/vegetable juice
whole milk,rolls/buns,coffee,
detergent,photo/film,,
soda,misc. beverages,,
salty snack,,,
shopping bags,,,
tropical fruit,whole milk,candles,
pastry,soda,,
long life bakery product,,,
cat food,misc. beverages,female sanitary products,
soda,,,
frozen meals,,,
rolls/buns,,,
frozen meals,specialty bar,,
ham,pork,shopping bags,
whole milk,napkins,,
newspapers,,,
coffee,detergent,hygiene articles,photo/film
UHT-milk,rolls/buns,,
bottled beer,,,
other vegetables,rolls/buns,bottled beer,
chewing gum,seasonal products,,
bottled beer,,,
curd,,,
soups,male cosmetics,,
sliced cheese,,,
other vegetables,rolls/buns,pastry,bottled beer
pip fruit,yogurt,,
whole milk,whipped/sour cream,baking powder,
candles,,,
whole milk,soda,soap,
pip fruit,coffee,,
oil,fruit/vegetable juice,dishes,
specialty bar,,,
bottled beer,canned beer,,
whole milk,,,
cat food,,,
pastry,,,
hamburger meat,other vegetables,pickled vegetables,
other vegetables,fruit/vegetable juice,salty snack,napkins
canned beer,,,
tropical fruit,newspapers,,
domestic eggs,waffles,napkins,
rolls/buns,,,
yogurt,,,
curd,salty snack,,
root vegetables,,,
hamburger meat,root vegetables,whole milk,
whole milk,bottled beer,,
citrus fruit,other vegetables,frozen vegetables,sugar
bottled beer,,,
chicken,beef,rolls/buns,instant coffee
other vegetables,whole milk,soda,chocolate
soda,,,
tropical fruit,other vegetables,coffee,
yogurt,sugar,shopping bags,
bottled beer,,,
cream cheese,specialty chocolate,,
beef,,,
frankfurter,pip fruit,other vegetables,whole milk
newspapers,,,
frankfurter,chocolate,,
margarine,long life bakery product,candles,
chocolate,,,
soda,canned beer,,
bottled beer,,,
whole milk,dessert,,
sausage,liquor (appetizer),,
sausage,rolls/buns,soda,chocolate
frozen chicken,salty snack,,
pip fruit,,,
sausage,other vegetables,rolls/buns,fruit/vegetable juice
UHT-milk,bottled water,,
ham,grapes,napkins,
whole milk,,,
long life bakery product,potted plants,,
chocolate,,,
butter,whipped/sour cream,domestic eggs,rolls/buns
frozen meals,,,
rolls/buns,,,
coffee,bottled beer,,
pip fruit,other vegetables,frozen meals,
sausage,rolls/buns,male cosmetics,
pastry,cake bar,,
rolls/buns,,,
soft cheese,,,
bottled beer,,,
sausage,soft cheese,rolls/buns,canned beer
shopping bags,,,
pork,canned beer,,
tropical fruit,whole milk,newspapers,shopping bags
whole milk,pastry,,
margarine,newspapers,,
pasta,,,
onions,other vegetables,specialty cheese,
hygiene articles,,,
rolls/buns,dishes,,
whole milk,hard cheese,coffee,
whole milk,cocoa drinks,,
frozen fish,bottled beer,,
instant coffee,,,
rolls/buns,,,
bottled beer,,,
yogurt,pastry,,
rolls/buns,brown bread,,
citrus fruit,curd,,
whole milk,,,
yogurt,bottled water,white wine,
pip fruit,grapes,,
soda,,,
tropical fruit,butter milk,rolls/buns,bottled water
citrus fruit,whole milk,rolls/buns,
fruit/vegetable juice,,,
frankfurter,sausage,packaged fruit/vegetables,condensed milk
soda,,,
pip fruit,domestic eggs,,
canned beer,,,
UHT-milk,canned fish,,
yogurt,,,
rolls/buns,shopping bags,,
sausage,,,
pip fruit,whole milk,whipped/sour cream,baking powder
beef,,,
bottled beer,,,
ice cream,,,
canned beer,,,
whole milk,brown bread,flower (seeds),
soda,misc. beverages,specialty bar,
pastry,,,
other vegetables,rolls/buns,,
rolls/buns,bottled water,,
frozen dessert,semi-finished bread,,
canned beer,waffles,chocolate,
frankfurter,whole milk,,
sausage,other vegetables,rolls/buns,soda
tropical fruit,chewing gum,specialty chocolate,chocolate marshmallow
canned beer,,,
rolls/buns,misc. beverages,,
frozen fish,,,
bottled water,,,
whole milk,hygiene articles,,
yogurt,abrasive cleaner,,
soda,,,
salty snack,,,
tropical fruit,yogurt,spread cheese,brown bread
rolls/buns,canned beer,,
root vegetables,whole milk,brown bread,margarine
hamburger meat,cream cheese,brown bread,
bottled beer,,,
flower soil/fertilizer,,,
canned beer,,,
cream cheese,rolls/buns,,
whole milk,photo/film,,
pork,ice cream,hygiene articles,house keeping products
bottled beer,,,
whole milk,rolls/buns,canned beer,
ice cream,,,
pastry,canned beer,chocolate,newspapers
canned beer,,,
bottled water,,,
berries,other vegetables,whole milk,whipped/sour cream
other vegetables,whole milk,white bread,
frankfurter,chicken,citrus fruit,root vegetables
frozen meals,canned fruit,,
white wine,,,
sausage,,,
specialty bar,,,
white bread,,,
misc. beverages,bottled beer,white wine,
root vegetables,other vegetables,pastry,pickled vegetables
whole milk,fruit/vegetable juice,,
sausage,other vegetables,,
beef,,,
whole milk,zwieback,soda,
whole milk,pasta,long life bakery product,chocolate
butter,white wine,,
brown bread,sauces,pet care,
frozen meals,,,
whipped/sour cream,,,
sparkling wine,,,
syrup,,,
soda,,,
chicken,other vegetables,,
bottled water,,,
sausage,curd,,
napkins,,,
pip fruit,frozen meals,soda,shopping bags
misc. beverages,,,
red/blush wine,,,
bottled beer,,,
ice cream,white bread,candles,
pastry,soda,,
whole milk,,,
canned beer,,,
ham,rolls/buns,,
frankfurter,pip fruit,newspapers,
yogurt,brown bread,bottled beer,white wine
frozen meals,rolls/buns,bottled beer,
misc. beverages,,,
pastry,fruit/vegetable juice,,
pork,beef,,
citrus fruit,condensed milk,flour,
ice cream,soda,bottled beer,salty snack
bottled beer,,,
bottled water,,,
pastry,,,
processed cheese,ketchup,seasonal products,
frankfurter,soda,,
tropical fruit,pip fruit,,
rolls/buns,,,
meat,rolls/buns,misc. beverages,
citrus fruit,tropical fruit,pip fruit,long life bakery product
canned beer,,,
white bread,brown bread,,
root vegetables,butter,margarine,
other vegetables,butter,rolls/buns,flower (seeds)
yogurt,cream cheese,rolls/buns,
mayonnaise,white bread,soda,
beverages,,,
whole milk,brown bread,,
yogurt,rolls/buns,,
rolls/buns,,,
sausage,onions,,
domestic eggs,,,
pastry,semi-finished bread,sugar,
sausage,white wine,napkins,
bottled water,bottled beer,,
pastry,oil,margarine,
bottled water,,,
oil,,,
chicken,,,
meat,bottled beer,shopping bags,
sausage,whole milk,coffee,
beverages,,,
domestic eggs,rolls/buns,white wine,
chocolate,,,
sausage,soft cheese,rolls/buns,brown bread
liquor,,,
herbs,whole milk,,
zwieback,bottled beer,hygiene articles,
soda,,,
rolls/buns,pastry,red/blush wine,
citrus fruit,packaged fruit/vegetables,yogurt,bottled water
yogurt,pastry,coffee,
fruit/vegetable juice,chocolate,,
sausage,other vegetables,semi-finished bread,soda
whole milk,rolls/buns,margarine,bottled beer
whole milk,,,
root vegetables,canned beer,candles,shopping bags
yogurt,bottled beer,liquor (appetizer),chewing gum
whole milk,butter,newspapers,
domestic eggs,long life bakery product,seasonal products,
canned beer,,,
frozen meals,specialty bar,,
other vegetables,,,
citrus fruit,other vegetables,yogurt,
processed cheese,rolls/buns,specialty chocolate,
yogurt,canned beer,dishes,
salty snack,,,
pip fruit,,,
hamburger meat,,,
sausage,sliced cheese,pickled vegetables,
UHT-milk,condensed milk,coffee,cling film/bags
pork,whole milk,UHT-milk,newspapers
ice cream,,,
yogurt,,,
seasonal products,,,
ice cream,chocolate,,
yogurt,rolls/buns,,
yogurt,tea,fruit/vegetable juice,hygiene articles
bottled water,,,
shopping bags,,,
chicken,sugar,photo/film,
rolls/buns,soda,,
fruit/vegetable juice,long life bakery product,newspapers,
citrus fruit,,,
bottled beer,chocolate,,
pastry,mustard,bottled beer,
whole milk,curd,whipped/sour cream,
whipped/sour cream,rolls/buns,pastry,bottled water
meat,butter,pastry,soda
frozen vegetables,,,
tropical fruit,brandy,,
pork,other vegetables,,
whipped/sour cream,frozen vegetables,,
spread cheese,rolls/buns,brown bread,soda
brown bread,bottled water,bottled beer,
beef,potted plants,,
grapes,salty snack,specialty bar,candy
soda,bottled beer,white wine,prosecco
sausage,soda,shopping bags,
shopping bags,,,
rolls/buns,meat spreads,,
yogurt,bottled water,,
soda,canned beer,,
shopping bags,,,
beef,root vegetables,white wine,shopping bags
berries,salty snack,nut snack,
soda,napkins,,
chicken,,,
root vegetables,frozen vegetables,,
grapes,,,
bottled water,canned beer,,
sausage,rolls/buns,soda,
citrus fruit,pip fruit,berries,house keeping products
bottled beer,,,
pork,root vegetables,,
shopping bags,,,
rolls/buns,,,
tropical fruit,pastry,fruit/vegetable juice,
rolls/buns,canned fish,soda,
other vegetables,,,
canned beer,,,
detergent,,,
sausage,waffles,,
whisky,chewing gum,,
chicken,cream cheese,rice,
sliced cheese,hard cheese,,
sausage,pastry,,
herbs,,,
sausage,whole milk,sliced cheese,pastry
instant coffee,long life bakery product,,
other vegetables,rolls/buns,,
chicken,pork,coffee,canned beer
chocolate,,,
sausage,UHT-milk,flour,flower (seeds)
canned beer,,,
mustard,soda,fruit/vegetable juice,
hygiene articles,,,
baking powder,,,
photo/film,,,
ham,onions,herbs,sparkling wine
long life bakery product,detergent,,
canned beer,waffles,,
finished products,cat food,shopping bags,
grapes,rolls/buns,long life bakery product,candy
frozen potato products,potted plants,,
pork,ice cream,soda,cake bar
frankfurter,herbs,,
rolls/buns,,,
white bread,,,
domestic eggs,pastry,margarine,cooking chocolate
bottled water,soda,,
white wine,,,
dessert,frozen potato products,specialty chocolate,
citrus fruit,other vegetables,butter,candy
whole milk,butter,,
newspapers,,,
whole milk,curd cheese,,
sausage,rolls/buns,soda,
cocoa drinks,,,
sausage,whole milk,yogurt,
frankfurter,other vegetables,specialty cheese,chewing gum
pork,,,
pork,other vegetables,whipped/sour cream,
pork,frozen vegetables,pastry,misc. beverages
sausage,rolls/buns,newspapers,shopping bags
curd,tidbits,soda,
yogurt,,,
other vegetables,whole milk,margarine,bottled beer
bottled beer,,,
ice cream,salty snack,waffles,
canned beer,shopping bags,,
whole milk,,,
citrus fruit,shopping bags,,
hamburger meat,,,
coffee,napkins,,
salt,candy,,
sausage,other vegetables,whole milk,fruit/vegetable juice
coffee,,,
sweet spreads,coffee,chocolate,seasonal products
ice cream,,,
rolls/buns,red/blush wine,,
butter milk,shopping bags,,
semi-finished bread,,,
soda,canned beer,,
pasta,,,
rolls/buns,soda,fruit/vegetable juice,
whole milk,bottled water,potted plants,
bottled water,male cosmetics,,
domestic eggs,pastry,hygiene articles,
rolls/buns,specialty chocolate,,
canned beer,,,
canned fruit,meat spreads,bottled water,
sausage,white wine,,
pip fruit,chocolate marshmallow,,
canned beer,,,
pastry,soda,,
yogurt,,,
oil,,,
candy,,,
whole milk,frozen dessert,salty snack,napkins
grapes,popcorn,,
zwieback,dishes,,
rolls/buns,rum,,
bottled water,,,
pip fruit,cream cheese,rolls/buns,
sausage,rolls/buns,,
beef,root vegetables,,
canned beer,,,
soda,,,
other vegetables,rolls/buns,canned fish,
butter,,,
soda,specialty chocolate,male cosmetics,shopping bags
sausage,rolls/buns,,
coffee,,,
yogurt,domestic eggs,,
whole milk,bottled water,,
rolls/buns,oil,,
hygiene articles,house keeping products,,
ice cream,,,
pip fruit,other vegetables,coffee,
UHT-milk,soda,detergent,
sausage,,,
bottled water,,,
other vegetables,whole milk,brown bread,
bottled beer,,,
dessert,,,
onions,herbs,bottled beer,
coffee,soda,chocolate marshmallow,
root vegetables,pastry,bottled water,male cosmetics
soda,,,
sausage,coffee,long life bakery product,shopping bags
waffles,specialty bar,,
hygiene articles,,,
tropical fruit,beverages,,
canned beer,,,
chocolate,,,
rolls/buns,,,
canned beer,,,
margarine,,,
pork,whole milk,pasta,fruit/vegetable juice
whole milk,,,
UHT-milk,bottled water,fruit/vegetable juice,canned beer
brown bread,,,
specialty chocolate,newspapers,,
sweet spreads,,,
cat food,newspapers,shopping bags,
root vegetables,,,
whole milk,yogurt,frozen vegetables,
root vegetables,other vegetables,cream cheese,chocolate
other vegetables,whole milk,,
other vegetables,whole milk,yogurt,
whole milk,frozen meals,newspapers,
chewing gum,,,
specialty chocolate,,,
bottled beer,,,
sausage,rolls/buns,white wine,
meat,,,
bottled water,bottled beer,white wine,
canned beer,,,
rolls/buns,,,
beverages,rolls/buns,,
chicken,,,
yogurt,frozen dessert,,
pip fruit,,,
nuts/prunes,rolls/buns,,
bottled beer,,,
canned beer,,,
ham,whole milk,semi-finished bread,
waffles,,,
beverages,,,
softener,,,
other vegetables,whole milk,butter milk,specialty cheese
pet care,,,
bottled beer,,,
newspapers,,,
curd,,,
other vegetables,,,
grapes,hard cheese,,
whole milk,brown bread,sugar,
beverages,chocolate,,
pastry,,,
beef,other vegetables,,
bottled water,fruit/vegetable juice,,
frozen potato products,,,
pet care,bottled beer,,
domestic eggs,,,
whole milk,whipped/sour cream,rolls/buns,shopping bags
specialty bar,,,
rolls/buns,coffee,,
canned beer,,,
cereals,pet care,salty snack,shopping bags
sausage,,,
fruit/vegetable juice,chewing gum,,
whole milk,rolls/buns,canned beer,chewing gum
salty snack,,,
berries,soda,waffles,
packaged fruit/vegetables,potted plants,,
ice cream,bottled water,,
meat,hamburger meat,Instant food products,soda
ice cream,,,
pastry,soda,,
roll products,misc. beverages,,
canned vegetables,newspapers,,
frankfurter,bottled beer,,
whole milk,bottled water,bottled beer,
canned beer,,,
sausage,pastry,waffles,
pip fruit,other vegetables,margarine,photo/film
chewing gum,,,
potted plants,,,
frozen potato products,seasonal products,,
long life bakery product,,,
bottled water,,,
red/blush wine,,,
salty snack,chocolate,,
canned beer,,,
hygiene articles,,,
specialty chocolate,potted plants,,
whole milk,curd,cream cheese,shopping bags
berries,yogurt,whipped/sour cream,
curd cheese,bottled water,white wine,
yogurt,shopping bags,,
pet care,bottled water,soda,liquor (appetizer)
dishes,,,
root vegetables,ice cream,,
soda,specialty chocolate,shopping bags,
canned beer,,,
beverages,soda,chocolate,
chocolate,,,
whipped/sour cream,long life bakery product,napkins,potted plants
hamburger meat,frozen meals,red/blush wine,
soda,chocolate,specialty bar,napkins
rolls/buns,zwieback,chocolate marshmallow,dishes
tropical fruit,whole milk,yogurt,
berries,whipped/sour cream,,
sausage,yogurt,salty snack,
hygiene articles,,,
beverages,,,
butter,soups,,
frankfurter,soda,,
other vegetables,,,
canned beer,,,
bottled water,misc. beverages,cooking chocolate,
beverages,,,
sausage,rolls/buns,,
pip fruit,pasta,oil,shopping bags
chicken,bottled beer,,
whole milk,butter,soft cheese,
frankfurter,,,
soda,,,
ice cream,,,
soda,,,
whole milk,yogurt,frozen meals,bottled water
meat,root vegetables,whole milk,newspapers
whole milk,mustard,bottled water,
rolls/buns,bottled beer,,
whipped/sour cream,candy,,
whole milk,,,
pastry,,,
tropical fruit,soda,rum,
flower (seeds),,,
male cosmetics,,,
dessert,ice cream,,
sausage,pork,,
canned beer,,,
chicken,spread cheese,frozen meals,domestic eggs
canned beer,,,
pork,,,
other vegetables,frozen vegetables,ice cream,
yogurt,white wine,,
other vegetables,roll products,bottled water,bottled beer
shopping bags,,,
tropical fruit,oil,cat food,
bottled beer,shopping bags,,
sausage,rolls/buns,soda,
fruit/vegetable juice,,,
onions,other vegetables,soda,fruit/vegetable juice
chicken,beef,specialty chocolate,
sausage,rolls/buns,soda,
sausage,beef,whole milk,pastry
curd,brown bread,canned fruit,shopping bags
pastry,soda,,
curd,UHT-milk,bottled water,
oil,dental care,newspapers,
citrus fruit,,,
pork,rolls/buns,,
sausage,rolls/buns,cookware,
canned beer,,,
ice cream,chocolate marshmallow,,
bottled water,soda,bottled beer,
soda,cling film/bags,house keeping products,
yogurt,bottled water,syrup,specialty bar
detergent,,,
frankfurter,onions,candy,detergent
specialty chocolate,,,
tropical fruit,soda,,
soda,,,
sausage,other vegetables,newspapers,shopping bags
chicken,long life bakery product,chocolate,
bottled beer,,,
whole milk,bottled water,rum,waffles
margarine,long life bakery product,,
tropical fruit,other vegetables,pickled vegetables,
soda,bathroom cleaner,,
bottled beer,nut snack,,
pip fruit,,,
yogurt,,,
ice cream,canned fruit,canned beer,shopping bags
brandy,,,
yogurt,white wine,red/blush wine,
semi-finished bread,bottled water,,
pork,,,
citrus fruit,hygiene articles,cling film/bags,
dessert,,,
rolls/buns,canned beer,,
citrus fruit,candy,,
other vegetables,rolls/buns,canned fish,
bottled beer,,,
curd,yogurt,bathroom cleaner,
citrus fruit,other vegetables,whole milk,
house keeping products,,,
female sanitary products,,,
pork,yogurt,,
root vegetables,other vegetables,yogurt,
whole milk,yogurt,,
hamburger meat,canned beer,,
other vegetables,,,
sausage,,,
frankfurter,tropical fruit,whole milk,
pet care,bottled beer,,
other vegetables,frozen fish,newspapers,
frankfurter,tropical fruit,,
tropical fruit,whole milk,chocolate,newspapers
sparkling wine,,,
berries,,,
sausage,rolls/buns,pastry,bottled water
whole milk,canned fish,newspapers,
whole milk,brown bread,,
misc. beverages,canned beer,,
coffee,,,
brown bread,canned beer,detergent,softener
curd,Instant food products,specialty bar,
other vegetables,,,
frankfurter,processed cheese,,
coffee,,,
tropical fruit,curd,newspapers,
ice cream,,,
specialty bar,,,
beef,whipped/sour cream,,
pastry,sugar,coffee,liquor (appetizer)
yogurt,whipped/sour cream,hard cheese,ketchup
soda,,,
shopping bags,,,
bottled water,soda,bottled beer,
frozen vegetables,,,
kitchen towels,,,
misc. beverages,napkins,,
whole milk,,,
canned beer,,,
other vegetables,oil,,
bottled beer,canned beer,,
other vegetables,sweet spreads,,
soda,canned beer,shopping bags,
sausage,other vegetables,,
yogurt,,,
liqueur,,,
bottled water,,,
newspapers,,,
bottled beer,newspapers,,
pet care,soda,chocolate,candy
frankfurter,soda,chewing gum,
other vegetables,canned beer,snack products,
photo/film,,,
pastry,instant coffee,,
canned beer,,,
rolls/buns,soda,specialty bar,
tropical fruit,whole milk,frozen meals,bottled beer
whole milk,pastry,,
pip fruit,specialty bar,,
organic sausage,other vegetables,liquor (appetizer),red/blush wine
root vegetables,sliced cheese,soda,bottled beer
canned beer,,,
canned beer,,,
whole milk,frozen vegetables,,
citrus fruit,rolls/buns,chewing gum,shopping bags
pet care,soda,white wine,
dessert,oil,cat food,soda
rolls/buns,pastry,semi-finished bread,
rolls/buns,canned beer,,
other vegetables,,,
pork,other vegetables,whole milk,rolls/buns
sausage,bottled beer,liquor (appetizer),
frankfurter,rolls/buns,,
whole milk,,,
whole milk,rolls/buns,,
sausage,whole milk,brown bread,soda
sausage,,,
yogurt,UHT-milk,rolls/buns,brown bread
pork,other vegetables,rolls/buns,
cream cheese,fruit/vegetable juice,,
root vegetables,yogurt,fruit/vegetable juice,
ham,,,
chicken,whole milk,salty snack,long life bakery product
domestic eggs,soda,cake bar,
newspapers,,,
pip fruit,soft cheese,,
chicken,rolls/buns,bottled water,
whole milk,domestic eggs,specialty chocolate,
frozen vegetables,,,
UHT-milk,rolls/buns,,
beef,other vegetables,whole milk,rolls/buns
pip fruit,,,
curd,napkins,,
other vegetables,,,
whipped/sour cream,specialty bar,,
yogurt,bottled water,dishes,
potato products,bottled water,soda,bottled beer
packaged fruit/vegetables,whole milk,soda,
grapes,zwieback,soda,waffles
bottled beer,,,
bottled water,,,
berries,herbs,potted plants,
dessert,misc. beverages,,
bottled beer,,,
cream,cake bar,,
flower soil/fertilizer,,,
whole milk,soft cheese,rum,
hamburger meat,other vegetables,rolls/buns,
chicken,red/blush wine,,
soap,napkins,,
whipped/sour cream,,,
rolls/buns,canned beer,,
misc. beverages,canned beer,,
onions,whole milk,curd,soda
meat,root vegetables,hard cheese,brown bread
canned beer,,,
beverages,,,
nut snack,,,
pork,beverages,,
soda,,,
root vegetables,other vegetables,white bread,sparkling wine
tropical fruit,pip fruit,yogurt,
butter,rolls/buns,soda,specialty bar
seasonal products,,,
domestic eggs,canned beer,,
tropical fruit,bottled water,white wine,newspapers
white wine,,,
whole milk,rolls/buns,coffee,fruit/vegetable juice
newspapers,,,
pork,shopping bags,,
yogurt,chocolate,,
canned beer,,,
UHT-milk,,,
beef,rolls/buns,bottled beer,
curd,rolls/buns,pastry,
bottled water,,,
whole milk,pastry,sugar,newspapers
whole milk,specialty chocolate,light bulbs,
whipped/sour cream,,,
misc. beverages,,,
tropical fruit,shopping bags,,
cat food,,,
citrus fruit,sugar,sauces,
bottled water,,,
sausage,margarine,newspapers,
pastry,waffles,shopping bags,
shopping bags,,,
sausage,yogurt,margarine,salty snack
yogurt,,,
bottled water,misc. beverages,,
citrus fruit,,,
baking powder,newspapers,flower (seeds),
photo/film,,,
yogurt,long life bakery product,,
meat,whole milk,rolls/buns,
yogurt,soft cheese,,
pork,root vegetables,bottled water,soda
soda,,,
canned beer,newspapers,,
soda,,,
oil,bottled beer,,
canned beer,,,
sausage,bottled beer,liquor (appetizer),
canned beer,,,
pork,other vegetables,soda,
sausage,ham,pip fruit,processed cheese
meat,other vegetables,,
fruit/vegetable juice,potted plants,shopping bags,
waffles,chocolate,,
pip fruit,root vegetables,other vegetables,whole milk
tropical fruit,other vegetables,soda,
other vegetables,,,
canned fish,canned beer,chocolate,
berries,yogurt,shopping bags,
shopping bags,,,
herbs,misc. beverages,shopping bags,
whole milk,rolls/buns,newspapers,
canned beer,,,
rolls/buns,,,
other vegetables,chocolate,,
frozen meals,coffee,,
rolls/buns,,,
frankfurter,curd cheese,,
whole milk,brown bread,,
whole milk,domestic eggs,cling film/bags,
other vegetables,whole milk,bottled water,
whole milk,curd,,
whole milk,butter milk,domestic eggs,
chocolate,,,
frankfurter,rolls/buns,,
canned beer,,,
pastry,bottled water,,
whipped/sour cream,domestic eggs,candles,
whole milk,specialty bar,,
chocolate,,,
bottled water,,,
hard cheese,rolls/buns,sugar,candy
honey,flower (seeds),,
frozen meals,soda,,
beef,citrus fruit,whole milk,
candy,,,
cat food,soda,,
whole milk,,,
ice cream,brown bread,bottled water,soda
root vegetables,whole milk,pet care,detergent
beef,other vegetables,domestic eggs,pastry
chewing gum,specialty bar,,
root vegetables,rolls/buns,,
canned beer,,,
coffee,,,
other vegetables,domestic eggs,,
bottled beer,,,
whipped/sour cream,,,
whole milk,rolls/buns,,
berries,soda,long life bakery product,specialty chocolate
rolls/buns,bottled beer,,
beverages,cake bar,,
bottled water,misc. beverages,,
tropical fruit,bottled water,,
yogurt,syrup,chewing gum,newspapers
hamburger meat,root vegetables,other vegetables,roll products
bottled water,newspapers,,
